Atlas,Gallos Blancos
0.17090171280152483,0.2932142079711715
0.30192635928269385,0.3597303940387058
0.2667016173663796,0.22066795004689138
0.15705761911575683,0.09024229438646023
0.06936711510945925,0.02767848149584717
0.024509714005342277,0.006791479255925468
