Pachuca,Tigres
0.6121727648869836,0.4134026037672293
0.30041811610194563,0.3651722999943859
0.07371370441390332,0.16128443249752042
0.012058105968940977,0.0474893051242699
0.001479350963782111,0.010487221548276268
0.00014519555755639253,0.0018527424735288072
