Mazatlán Fútbol Club,Chivas
0.6121727648869836,0.4789729710130169
0.30041811610194563,0.35257732588458185
0.07371370441390332,0.1297680435547419
0.012058105968940977,0.03184123290926537
0.001479350963782111,0.005859671333996751
0.00014519555755639253,0.0008626738352828554
