Toluca,Xolos
0.2932142079711715,0.3568086784522968
0.3597303940387058,0.36771116584945035
0.22066795004689138,0.18947339240298067
0.09024229438646023,0.06508761905694985
0.02767848149584717,0.016769101854255834
0.006791479255925468,0.0034562982155160625
