Puebla,Pumas
0.30796233951772384,0.3568086784522968
0.3627111998764303,0.36771116584945035
0.21359659548278678,0.18947339240298067
0.08385644118953851,0.06508761905694985
0.024691063239141896,0.016769101854255834
0.005816117118553422,0.0034562982155160625
