Atlético San Luis,Necaxa
0.6429639210462974,0.5549435462438714
0.28397573179544805,0.3268000883436132
0.06271130743816143,0.09622447045673056
0.009232498039507103,0.01888850716372859
0.001019421658528909,0.0027808079991044877
9.004891317005368e-05,0.00032751738656119537
