América,Bravos
0.5549435462438714,0.3897607373012851
0.3268000883436132,0.36724122803498865
0.09622447045673056,0.17301142298537245
0.01888850716372859,0.05433840247836883
0.0027808079991044877,0.012799712583793543
0.00032751738656119537,0.0024120347269015402
